id,instance,goal,result,duration,correct_result,verdict,steps_obtained,constraints_no,constraints_max,constraints_min,is_trivial
3203,exp_acyclic_indvary3_step7_batch_yyy01.pl,x5,no,0.42,no,corr,0.0,None,None,None,yes
3204,exp_acyclic_indvary3_step7_batch_yyy01.pl,a3,yes,0.28,yes,corr,0.0,None,None,None,no
3205,exp_acyclic_indvary3_step7_batch_yyy01.pl,r2,no,0.38,no,corr,0.0,None,None,None,yes
3206,exp_acyclic_indvary3_step7_batch_yyy01.pl,q1,no,0.35,no,corr,0.0,None,None,None,yes
3207,exp_acyclic_indvary3_step7_batch_yyy01.pl,q2,no,0.92,no,corr,8.0,None,None,None,no
3208,exp_acyclic_indvary3_step7_batch_yyy01.pl,c5,no,0.35,no,corr,0.0,None,None,None,yes
3209,exp_acyclic_indvary3_step7_batch_yyy01.pl,c2,yes,0.45,yes,corr,1.0,None,None,None,no
3210,exp_acyclic_indvary3_step7_batch_yyy01.pl,b1,no,0.66,no,corr,7.0,None,None,None,no
3211,exp_acyclic_indvary3_step7_batch_yyy02.pl,c4,no,0.34,no,corr,0.0,None,None,None,yes
3212,exp_acyclic_indvary3_step7_batch_yyy02.pl,x3,no,0.18,no,corr,0.0,None,None,None,no
3213,exp_acyclic_indvary3_step7_batch_yyy02.pl,w5,no,0.32,no,corr,0.0,None,None,None,yes
3214,exp_acyclic_indvary3_step7_batch_yyy02.pl,b4,no,0.29,no,corr,0.0,None,None,None,yes
3215,exp_acyclic_indvary3_step7_batch_yyy02.pl,c1,yes,0.21,yes,corr,1.0,None,None,None,no
3216,exp_acyclic_indvary3_step7_batch_yyy02.pl,r1,no,0.29,no,corr,0.0,None,None,None,no
3217,exp_acyclic_indvary3_step7_batch_yyy02.pl,s2,no,0.3,no,corr,0.0,None,None,None,no
3218,exp_acyclic_indvary3_step7_batch_yyy02.pl,c5,no,0.24,no,corr,0.0,None,None,None,yes
3219,exp_acyclic_indvary3_step7_batch_yyy02.pl,x6,no,0.29,no,corr,0.0,None,None,None,yes
3220,exp_acyclic_indvary3_step7_batch_yyy02.pl,x1,no,0.26,no,corr,0.0,None,None,None,yes
3221,exp_acyclic_indvary3_step7_batch_yyy03.pl,v2,no,0.24,no,corr,1.0,None,None,None,no
3222,exp_acyclic_indvary3_step7_batch_yyy03.pl,p7,no,0.46,no,corr,0.0,None,None,None,yes
3223,exp_acyclic_indvary3_step7_batch_yyy03.pl,v5,no,0.15,no,corr,0.0,None,None,None,yes
3224,exp_acyclic_indvary3_step7_batch_yyy03.pl,b4,no,0.42,no,corr,0.0,None,None,None,yes
3225,exp_acyclic_indvary3_step7_batch_yyy03.pl,w1,no,0.37,no,corr,2.0,None,None,None,no
3226,exp_acyclic_indvary3_step7_batch_yyy03.pl,t2,no,0.26,no,corr,0.0,None,None,None,yes
3227,exp_acyclic_indvary3_step7_batch_yyy03.pl,s4,no,0.58,no,corr,0.0,None,None,None,yes
3228,exp_acyclic_indvary3_step7_batch_yyy03.pl,v7,no,0.36,no,corr,0.0,None,None,None,yes
3229,exp_acyclic_indvary3_step7_batch_yyy03.pl,r7,no,0.6,no,corr,0.0,None,None,None,yes
3230,exp_acyclic_indvary3_step7_batch_yyy03.pl,b6,no,0.67,no,corr,0.0,None,None,None,yes
3231,exp_acyclic_indvary3_step7_batch_yyy04.pl,s4,no,0.35,no,corr,0.0,None,None,None,yes
3232,exp_acyclic_indvary3_step7_batch_yyy04.pl,a5,no,0.83,no,corr,0.0,None,None,None,yes
3233,exp_acyclic_indvary3_step7_batch_yyy04.pl,r5,no,0.51,no,corr,0.0,None,None,None,yes
3234,exp_acyclic_indvary3_step7_batch_yyy04.pl,w4,no,0.77,no,corr,0.0,None,None,None,yes
3235,exp_acyclic_indvary3_step7_batch_yyy04.pl,c1,yes,0.54,yes,corr,1.0,None,None,None,no
3236,exp_acyclic_indvary3_step7_batch_yyy04.pl,z3,no,2.86,no,corr,8.0,None,None,None,no
3237,exp_acyclic_indvary3_step7_batch_yyy04.pl,b6,no,0.21,no,corr,0.0,None,None,None,yes
3238,exp_acyclic_indvary3_step7_batch_yyy04.pl,y5,no,0.49,no,corr,0.0,None,None,None,yes
3239,exp_acyclic_indvary3_step7_batch_yyy04.pl,v6,no,0.23,no,corr,0.0,None,None,None,yes
3240,exp_acyclic_indvary3_step7_batch_yyy04.pl,f1,yes,0.42,yes,corr,0.0,None,None,None,no
3241,exp_acyclic_indvary3_step7_batch_yyy05.pl,d5,no,0.26,no,corr,0.0,None,None,None,yes
3242,exp_acyclic_indvary3_step7_batch_yyy05.pl,s3,no,0.22,no,corr,0.0,None,None,None,yes
3243,exp_acyclic_indvary3_step7_batch_yyy05.pl,x3,no,0.69,no,corr,5.0,None,None,None,no
3244,exp_acyclic_indvary3_step7_batch_yyy05.pl,d3,no,1.0,no,corr,0.0,None,None,None,yes
3245,exp_acyclic_indvary3_step7_batch_yyy05.pl,a4,no,0.49,no,corr,0.0,None,None,None,yes
3246,exp_acyclic_indvary3_step7_batch_yyy05.pl,x5,no,0.3,no,corr,0.0,None,None,None,yes
3247,exp_acyclic_indvary3_step7_batch_yyy05.pl,r3,no,0.61,no,corr,0.0,None,None,None,yes
3248,exp_acyclic_indvary3_step7_batch_yyy05.pl,q6,no,0.4,no,corr,0.0,None,None,None,yes
3249,exp_acyclic_indvary3_step7_batch_yyy05.pl,z5,no,0.56,no,corr,0.0,None,None,None,yes
3250,exp_acyclic_indvary3_step7_batch_yyy05.pl,v2,no,0.26,no,corr,0.0,None,None,None,yes
3251,exp_acyclic_indvary3_step7_batch_yyy06.pl,z1,no,0.25,no,corr,0.0,None,None,None,yes
3252,exp_acyclic_indvary3_step7_batch_yyy06.pl,r1,no,0.23,no,corr,1.0,None,None,None,no
3253,exp_acyclic_indvary3_step7_batch_yyy06.pl,z3,no,0.34,no,corr,0.0,None,None,None,yes
3254,exp_acyclic_indvary3_step7_batch_yyy06.pl,b4,no,0.24,no,corr,0.0,None,None,None,yes
3255,exp_acyclic_indvary3_step7_batch_yyy06.pl,t3,no,0.37,no,corr,3.0,None,None,None,no
3256,exp_acyclic_indvary3_step7_batch_yyy06.pl,q3,no,0.79,no,corr,0.0,None,None,None,no
3257,exp_acyclic_indvary3_step7_batch_yyy06.pl,x6,no,1.01,no,corr,0.0,None,None,None,yes
3258,exp_acyclic_indvary3_step7_batch_yyy06.pl,e2,yes,0.4,yes,corr,0.0,None,None,None,no
3259,exp_acyclic_indvary3_step7_batch_yyy06.pl,d1,yes,0.6,yes,corr,0.0,None,None,None,no
3260,exp_acyclic_indvary3_step7_batch_yyy06.pl,t1,no,0.24,no,corr,0.0,None,None,None,yes
3261,exp_acyclic_indvary3_step7_batch_yyy07.pl,u5,no,0.3,no,corr,0.0,None,None,None,yes
3262,exp_acyclic_indvary3_step7_batch_yyy07.pl,t4,no,0.29,no,corr,0.0,None,None,None,yes
3263,exp_acyclic_indvary3_step7_batch_yyy07.pl,a6,no,0.23,no,corr,0.0,None,None,None,yes
3264,exp_acyclic_indvary3_step7_batch_yyy07.pl,e1,yes,0.35,yes,corr,2.0,None,None,None,no
3265,exp_acyclic_indvary3_step7_batch_yyy07.pl,z1,no,0.28,no,corr,1.0,None,None,None,no
3266,exp_acyclic_indvary3_step7_batch_yyy07.pl,r4,no,0.24,no,corr,0.0,None,None,None,yes
3267,exp_acyclic_indvary3_step7_batch_yyy07.pl,q7,no,0.27,no,corr,0.0,None,None,None,yes
3268,exp_acyclic_indvary3_step7_batch_yyy07.pl,w3,no,0.73,no,corr,3.0,None,None,None,no
3269,exp_acyclic_indvary3_step7_batch_yyy07.pl,z4,no,0.34,no,corr,0.0,None,None,None,yes
3270,exp_acyclic_indvary3_step7_batch_yyy07.pl,e4,no,0.33,no,corr,0.0,None,None,None,yes
3271,exp_acyclic_indvary3_step7_batch_yyy08.pl,t4,no,0.46,no,corr,0.0,None,None,None,yes
3272,exp_acyclic_indvary3_step7_batch_yyy08.pl,v2,no,0.31,no,corr,0.0,None,None,None,yes
3273,exp_acyclic_indvary3_step7_batch_yyy08.pl,w2,no,0.53,no,corr,0.0,None,None,None,yes
3274,exp_acyclic_indvary3_step7_batch_yyy08.pl,z4,no,0.27,no,corr,0.0,None,None,None,yes
3275,exp_acyclic_indvary3_step7_batch_yyy08.pl,y6,no,0.32,no,corr,0.0,None,None,None,yes
3276,exp_acyclic_indvary3_step7_batch_yyy08.pl,a2,no,0.24,no,corr,1.0,None,None,None,no
3277,exp_acyclic_indvary3_step7_batch_yyy08.pl,z1,no,0.24,no,corr,0.0,None,None,None,no
3278,exp_acyclic_indvary3_step7_batch_yyy08.pl,c2,no,0.38,no,corr,1.0,None,None,None,no
3279,exp_acyclic_indvary3_step7_batch_yyy08.pl,r3,no,0.37,no,corr,0.0,None,None,None,no
3280,exp_acyclic_indvary3_step7_batch_yyy08.pl,d1,yes,0.45,yes,corr,1.0,None,None,None,no
3281,exp_acyclic_indvary3_step7_batch_yyy09.pl,u6,no,0.33,no,corr,0.0,None,None,None,yes
3282,exp_acyclic_indvary3_step7_batch_yyy09.pl,v7,no,0.22,no,corr,0.0,None,None,None,yes
3283,exp_acyclic_indvary3_step7_batch_yyy09.pl,p4,no,0.58,no,corr,6.0,None,None,None,no
3284,exp_acyclic_indvary3_step7_batch_yyy09.pl,p3,no,0.24,no,corr,3.0,None,None,None,no
3285,exp_acyclic_indvary3_step7_batch_yyy09.pl,d2,no,1.09,no,corr,8.0,None,None,None,no
3286,exp_acyclic_indvary3_step7_batch_yyy09.pl,r3,no,0.45,no,corr,0.0,None,None,None,yes
3287,exp_acyclic_indvary3_step7_batch_yyy09.pl,w3,no,0.23,no,corr,1.0,None,None,None,no
3288,exp_acyclic_indvary3_step7_batch_yyy09.pl,q2,no,0.27,no,corr,0.0,None,None,None,yes
3289,exp_acyclic_indvary3_step7_batch_yyy09.pl,t7,no,0.23,no,corr,0.0,None,None,None,yes
3290,exp_acyclic_indvary3_step7_batch_yyy09.pl,b5,no,0.38,no,corr,0.0,None,None,None,yes
3291,exp_acyclic_indvary3_step7_batch_yyy10.pl,c4,no,0.31,no,corr,0.0,None,None,None,yes
3292,exp_acyclic_indvary3_step7_batch_yyy10.pl,x3,no,0.76,no,corr,6.0,None,None,None,no
3293,exp_acyclic_indvary3_step7_batch_yyy10.pl,s2,no,0.35,no,corr,6.0,None,None,None,no
3294,exp_acyclic_indvary3_step7_batch_yyy10.pl,f3,no,0.44,no,corr,0.0,None,None,None,yes
3295,exp_acyclic_indvary3_step7_batch_yyy10.pl,t7,no,0.22,no,corr,0.0,None,None,None,yes
3296,exp_acyclic_indvary3_step7_batch_yyy10.pl,q1,no,0.19,no,corr,2.0,None,None,None,no
3297,exp_acyclic_indvary3_step7_batch_yyy10.pl,y6,no,0.26,no,corr,0.0,None,None,None,yes
3298,exp_acyclic_indvary3_step7_batch_yyy10.pl,a2,yes,0.26,yes,corr,0.0,None,None,None,no
3299,exp_acyclic_indvary3_step7_batch_yyy10.pl,s7,no,0.2,no,corr,0.0,None,None,None,yes
3300,exp_acyclic_indvary3_step7_batch_yyy10.pl,b6,no,0.45,no,corr,0.0,None,None,None,yes
3301,exp_acyclic_indvary3_step8_batch_yyy01.pl,v7,no,0.62,no,corr,0.0,None,None,None,yes
3302,exp_acyclic_indvary3_step8_batch_yyy01.pl,u1,no,0.25,no,corr,1.0,None,None,None,no
3303,exp_acyclic_indvary3_step8_batch_yyy01.pl,t3,no,0.21,no,corr,0.0,None,None,None,yes
3304,exp_acyclic_indvary3_step8_batch_yyy01.pl,s2,no,0.29,no,corr,0.0,None,None,None,no
3305,exp_acyclic_indvary3_step8_batch_yyy01.pl,r4,no,0.24,no,corr,0.0,None,None,None,yes
3306,exp_acyclic_indvary3_step8_batch_yyy01.pl,r2,no,0.29,no,corr,0.0,None,None,None,yes
3307,exp_acyclic_indvary3_step8_batch_yyy01.pl,p1,no,0.3,no,corr,4.0,None,None,None,no
3308,exp_acyclic_indvary3_step8_batch_yyy01.pl,f2,yes,0.23,yes,corr,1.0,None,None,None,no
3309,exp_acyclic_indvary3_step8_batch_yyy01.pl,v1,no,0.28,no,corr,0.0,None,None,None,yes
3310,exp_acyclic_indvary3_step8_batch_yyy01.pl,p3,no,0.28,no,corr,0.0,None,None,None,yes
3311,exp_acyclic_indvary3_step8_batch_yyy02.pl,a6,no,0.34,no,corr,0.0,None,None,None,yes
3312,exp_acyclic_indvary3_step8_batch_yyy02.pl,q5,no,0.38,no,corr,0.0,None,None,None,yes
3313,exp_acyclic_indvary3_step8_batch_yyy02.pl,z1,no,1.25,no,corr,7.0,None,None,None,no
3314,exp_acyclic_indvary3_step8_batch_yyy02.pl,w6,no,0.43,no,corr,0.0,None,None,None,yes
3315,exp_acyclic_indvary3_step8_batch_yyy02.pl,p3,no,0.51,no,corr,0.0,None,None,None,no
3316,exp_acyclic_indvary3_step8_batch_yyy02.pl,y2,no,0.29,no,corr,0.0,None,None,None,no
3317,exp_acyclic_indvary3_step8_batch_yyy02.pl,y6,no,0.25,no,corr,0.0,None,None,None,yes
3318,exp_acyclic_indvary3_step8_batch_yyy02.pl,q2,no,0.49,no,corr,0.0,None,None,None,yes
3319,exp_acyclic_indvary3_step8_batch_yyy02.pl,t2,no,0.28,no,corr,0.0,None,None,None,yes
3320,exp_acyclic_indvary3_step8_batch_yyy02.pl,z2,no,0.4,no,corr,5.0,None,None,None,no
3321,exp_acyclic_indvary3_step8_batch_yyy03.pl,d5,no,0.36,no,corr,0.0,None,None,None,yes
3322,exp_acyclic_indvary3_step8_batch_yyy03.pl,z5,no,0.19,no,corr,0.0,None,None,None,yes
3323,exp_acyclic_indvary3_step8_batch_yyy03.pl,p5,no,0.22,no,corr,0.0,None,None,None,yes
3324,exp_acyclic_indvary3_step8_batch_yyy03.pl,q4,no,0.17,no,corr,1.0,None,None,None,no
3325,exp_acyclic_indvary3_step8_batch_yyy03.pl,p3,no,0.22,no,corr,1.0,None,None,None,no
3326,exp_acyclic_indvary3_step8_batch_yyy03.pl,f3,no,0.22,no,corr,0.0,None,None,None,yes
3327,exp_acyclic_indvary3_step8_batch_yyy03.pl,r1,no,0.23,no,corr,0.0,None,None,None,yes
3328,exp_acyclic_indvary3_step8_batch_yyy03.pl,p1,no,0.3,no,corr,0.0,None,None,None,yes
3329,exp_acyclic_indvary3_step8_batch_yyy03.pl,z1,no,0.37,no,corr,2.0,None,None,None,no
3330,exp_acyclic_indvary3_step8_batch_yyy03.pl,c5,no,0.24,no,corr,0.0,None,None,None,yes
3331,exp_acyclic_indvary3_step8_batch_yyy04.pl,t5,no,0.2,no,corr,0.0,None,None,None,yes
3332,exp_acyclic_indvary3_step8_batch_yyy04.pl,z5,no,0.28,no,corr,0.0,None,None,None,yes
3333,exp_acyclic_indvary3_step8_batch_yyy04.pl,e5,no,0.17,no,corr,0.0,None,None,None,yes
3334,exp_acyclic_indvary3_step8_batch_yyy04.pl,c5,no,0.21,no,corr,0.0,None,None,None,yes
3335,exp_acyclic_indvary3_step8_batch_yyy04.pl,w1,no,0.3,no,corr,0.0,None,None,None,yes
3336,exp_acyclic_indvary3_step8_batch_yyy04.pl,c6,no,0.27,no,corr,0.0,None,None,None,yes
3337,exp_acyclic_indvary3_step8_batch_yyy04.pl,r7,no,0.3,no,corr,0.0,None,None,None,yes
3338,exp_acyclic_indvary3_step8_batch_yyy04.pl,p1,no,0.21,no,corr,0.0,None,None,None,no
3339,exp_acyclic_indvary3_step8_batch_yyy04.pl,a6,no,0.31,no,corr,0.0,None,None,None,yes
3340,exp_acyclic_indvary3_step8_batch_yyy04.pl,s4,no,0.19,no,corr,0.0,None,None,None,yes
3341,exp_acyclic_indvary3_step8_batch_yyy05.pl,w7,no,0.27,no,corr,0.0,None,None,None,yes
3342,exp_acyclic_indvary3_step8_batch_yyy05.pl,d3,no,0.78,no,corr,0.0,None,None,None,yes
3343,exp_acyclic_indvary3_step8_batch_yyy05.pl,v5,no,0.7,no,corr,0.0,None,None,None,yes
3344,exp_acyclic_indvary3_step8_batch_yyy05.pl,c2,no,0.22,no,corr,1.0,None,None,None,no
3345,exp_acyclic_indvary3_step8_batch_yyy05.pl,r2,no,0.17,no,corr,0.0,None,None,None,yes
3346,exp_acyclic_indvary3_step8_batch_yyy05.pl,r3,no,0.19,no,corr,0.0,None,None,None,no
3347,exp_acyclic_indvary3_step8_batch_yyy05.pl,e1,yes,0.3,yes,corr,1.0,None,None,None,no
3348,exp_acyclic_indvary3_step8_batch_yyy05.pl,q6,no,0.18,no,corr,0.0,None,None,None,yes
3349,exp_acyclic_indvary3_step8_batch_yyy05.pl,a4,no,0.35,no,corr,0.0,None,None,None,yes
3350,exp_acyclic_indvary3_step8_batch_yyy05.pl,x2,no,0.27,no,corr,0.0,None,None,None,yes
3351,exp_acyclic_indvary3_step8_batch_yyy06.pl,a6,no,0.43,no,corr,0.0,None,None,None,yes
3352,exp_acyclic_indvary3_step8_batch_yyy06.pl,v2,no,0.33,no,corr,0.0,None,None,None,yes
3353,exp_acyclic_indvary3_step8_batch_yyy06.pl,p4,no,0.81,no,corr,6.0,None,None,None,no
3354,exp_acyclic_indvary3_step8_batch_yyy06.pl,y3,no,0.35,no,corr,0.0,None,None,None,yes
3355,exp_acyclic_indvary3_step8_batch_yyy06.pl,q7,no,0.56,no,corr,0.0,None,None,None,yes
3356,exp_acyclic_indvary3_step8_batch_yyy06.pl,p6,no,0.32,no,corr,0.0,None,None,None,yes
3357,exp_acyclic_indvary3_step8_batch_yyy06.pl,t4,no,0.25,no,corr,0.0,None,None,None,yes
3358,exp_acyclic_indvary3_step8_batch_yyy06.pl,t5,no,0.26,no,corr,0.0,None,None,None,yes
3359,exp_acyclic_indvary3_step8_batch_yyy06.pl,s5,no,0.28,no,corr,0.0,None,None,None,yes
3360,exp_acyclic_indvary3_step8_batch_yyy06.pl,b4,no,0.2,no,corr,0.0,None,None,None,yes
3361,exp_acyclic_indvary3_step8_batch_yyy07.pl,p7,no,0.26,no,corr,0.0,None,None,None,yes
3362,exp_acyclic_indvary3_step8_batch_yyy07.pl,v6,no,0.3,no,corr,0.0,None,None,None,yes
3363,exp_acyclic_indvary3_step8_batch_yyy07.pl,f5,no,0.27,no,corr,0.0,None,None,None,yes
3364,exp_acyclic_indvary3_step8_batch_yyy07.pl,y1,no,0.31,no,corr,0.0,None,None,None,yes
3365,exp_acyclic_indvary3_step8_batch_yyy07.pl,w3,no,0.38,no,corr,0.0,None,None,None,yes
3366,exp_acyclic_indvary3_step8_batch_yyy07.pl,p6,no,0.32,no,corr,0.0,None,None,None,yes
3367,exp_acyclic_indvary3_step8_batch_yyy07.pl,b4,no,0.46,no,corr,0.0,None,None,None,yes
3368,exp_acyclic_indvary3_step8_batch_yyy07.pl,t3,no,0.22,no,corr,0.0,None,None,None,no
3369,exp_acyclic_indvary3_step8_batch_yyy07.pl,e2,no,0.64,no,corr,4.0,None,None,None,no
3370,exp_acyclic_indvary3_step8_batch_yyy07.pl,r3,no,0.51,no,corr,1.0,None,None,None,no
3371,exp_acyclic_indvary3_step8_batch_yyy08.pl,y4,no,0.46,no,corr,0.0,None,None,None,yes
3372,exp_acyclic_indvary3_step8_batch_yyy08.pl,u1,no,0.75,no,corr,0.0,None,None,None,no
3373,exp_acyclic_indvary3_step8_batch_yyy08.pl,x7,no,0.36,no,corr,0.0,None,None,None,yes
3374,exp_acyclic_indvary3_step8_batch_yyy08.pl,a4,no,0.3,no,corr,0.0,None,None,None,yes
3375,exp_acyclic_indvary3_step8_batch_yyy08.pl,a1,yes,0.42,yes,corr,3.0,None,None,None,no
3376,exp_acyclic_indvary3_step8_batch_yyy08.pl,r3,no,0.31,no,corr,5.0,None,None,None,no
3377,exp_acyclic_indvary3_step8_batch_yyy08.pl,z4,no,0.25,no,corr,0.0,None,None,None,yes
3378,exp_acyclic_indvary3_step8_batch_yyy08.pl,y3,no,0.28,no,corr,0.0,None,None,None,yes
3379,exp_acyclic_indvary3_step8_batch_yyy08.pl,u3,no,0.23,no,corr,0.0,None,None,None,yes
3380,exp_acyclic_indvary3_step8_batch_yyy08.pl,v4,no,0.26,no,corr,0.0,None,None,None,yes
3381,exp_acyclic_indvary3_step8_batch_yyy09.pl,u6,no,0.46,no,corr,0.0,None,None,None,yes
3382,exp_acyclic_indvary3_step8_batch_yyy09.pl,a6,no,0.35,no,corr,0.0,None,None,None,yes
3383,exp_acyclic_indvary3_step8_batch_yyy09.pl,w5,no,0.28,no,corr,0.0,None,None,None,yes
3384,exp_acyclic_indvary3_step8_batch_yyy09.pl,c2,yes,0.36,yes,corr,0.0,None,None,None,no
3385,exp_acyclic_indvary3_step8_batch_yyy09.pl,z4,no,0.41,no,corr,0.0,None,None,None,yes
3386,exp_acyclic_indvary3_step8_batch_yyy09.pl,t2,no,0.27,no,corr,2.0,None,None,None,no
3387,exp_acyclic_indvary3_step8_batch_yyy09.pl,p2,no,0.52,no,corr,7.0,None,None,None,no
3388,exp_acyclic_indvary3_step8_batch_yyy09.pl,u2,no,0.29,no,corr,5.0,None,None,None,no
3389,exp_acyclic_indvary3_step8_batch_yyy09.pl,z5,no,0.26,no,corr,0.0,None,None,None,yes
3390,exp_acyclic_indvary3_step8_batch_yyy09.pl,q6,no,0.44,no,corr,0.0,None,None,None,yes
3391,exp_acyclic_indvary3_step8_batch_yyy10.pl,b3,yes,0.33,yes,corr,1.0,None,None,None,no
3392,exp_acyclic_indvary3_step8_batch_yyy10.pl,p4,no,0.37,no,corr,1.0,None,None,None,no
3393,exp_acyclic_indvary3_step8_batch_yyy10.pl,u1,no,0.23,no,corr,2.0,None,None,None,no
3394,exp_acyclic_indvary3_step8_batch_yyy10.pl,b4,no,0.37,no,corr,0.0,None,None,None,yes
3395,exp_acyclic_indvary3_step8_batch_yyy10.pl,t7,no,0.27,no,corr,0.0,None,None,None,yes
3396,exp_acyclic_indvary3_step8_batch_yyy10.pl,z3,no,0.33,no,corr,0.0,None,None,None,no
3397,exp_acyclic_indvary3_step8_batch_yyy10.pl,s7,no,0.36,no,corr,0.0,None,None,None,yes
3398,exp_acyclic_indvary3_step8_batch_yyy10.pl,d1,no,0.28,no,corr,1.0,None,None,None,no
3399,exp_acyclic_indvary3_step8_batch_yyy10.pl,w6,no,0.4,no,corr,0.0,None,None,None,yes
3400,exp_acyclic_indvary3_step8_batch_yyy10.pl,f5,no,0.28,no,corr,0.0,None,None,None,yes
3401,exp_cycles_depvary_step10_batch_yyy01.pl,u6,no,0.38,no,corr,0.0,None,None,None,yes
3402,exp_cycles_depvary_step10_batch_yyy01.pl,b3,no,1.69,no,corr,14.0,None,None,None,no
3403,exp_cycles_depvary_step10_batch_yyy01.pl,v2,no,0.34,no,corr,0.0,None,None,None,yes
3404,exp_cycles_depvary_step10_batch_yyy01.pl,s5,no,0.32,no,corr,0.0,None,None,None,yes
3405,exp_cycles_depvary_step10_batch_yyy01.pl,r3,no,0.35,no,corr,0.0,None,None,None,yes
3406,exp_cycles_depvary_step10_batch_yyy01.pl,f2,yes,0.72,yes,corr,7.0,None,None,None,no
3407,exp_cycles_depvary_step10_batch_yyy01.pl,z4,yes,0.26,yes,corr,3.0,None,None,None,no
3408,exp_cycles_depvary_step10_batch_yyy01.pl,y3,yes,1.26,yes,corr,11.0,None,None,None,no
3409,exp_cycles_depvary_step10_batch_yyy01.pl,c1,no,47.28,no,corr,25.0,None,None,None,no
3410,exp_cycles_depvary_step10_batch_yyy01.pl,c6,no,1.68,no,corr,14.0,None,None,None,no
3411,exp_cycles_depvary_step10_batch_yyy02.pl,v2,no,0.36,no,corr,0.0,None,None,None,yes
3412,exp_cycles_depvary_step10_batch_yyy02.pl,d3,yes,0.69,yes,corr,7.0,None,None,None,no
3413,exp_cycles_depvary_step10_batch_yyy02.pl,z4,yes,0.35,yes,corr,4.0,None,None,None,no
3414,exp_cycles_depvary_step10_batch_yyy02.pl,a3,no,69.2,no,corr,25.0,None,None,None,no
3415,exp_cycles_depvary_step10_batch_yyy02.pl,q1,no,514.89,no,corr,25.0,None,None,None,no
3416,exp_cycles_depvary_step10_batch_yyy02.pl,u6,no,0.54,no,corr,0.0,None,None,None,yes
3417,exp_cycles_depvary_step10_batch_yyy02.pl,d5,yes,0.34,yes,corr,3.0,None,None,None,no
3418,exp_cycles_depvary_step10_batch_yyy02.pl,w2,yes,0.33,yes,corr,1.0,None,None,None,no
3419,exp_cycles_depvary_step10_batch_yyy02.pl,v6,no,0.2,no,corr,0.0,None,None,None,yes
3420,exp_cycles_depvary_step10_batch_yyy02.pl,f1,yes,0.26,yes,corr,0.0,None,None,None,no
3421,exp_cycles_depvary_step10_batch_yyy03.pl,a6,no,0.36,no,corr,1.0,None,None,None,no
3422,exp_cycles_depvary_step10_batch_yyy03.pl,p4,no,0.82,no,corr,8.0,None,None,None,no
3423,exp_cycles_depvary_step10_batch_yyy03.pl,u1,no,0.36,no,corr,0.0,None,None,None,yes
3424,exp_cycles_depvary_step10_batch_yyy03.pl,x2,yes,0.45,yes,corr,1.0,None,None,None,no
3425,exp_cycles_depvary_step10_batch_yyy03.pl,b5,yes,0.38,yes,corr,2.0,None,None,None,no
3426,exp_cycles_depvary_step10_batch_yyy03.pl,y2,yes,0.34,yes,corr,1.0,None,None,None,no
3427,exp_cycles_depvary_step10_batch_yyy03.pl,v4,no,0.45,no,corr,0.0,None,None,None,yes
3428,exp_cycles_depvary_step10_batch_yyy03.pl,r4,no,0.35,no,corr,0.0,None,None,None,yes
3429,exp_cycles_depvary_step10_batch_yyy03.pl,s7,no,0.31,no,corr,0.0,None,None,None,yes
3430,exp_cycles_depvary_step10_batch_yyy03.pl,a1,yes,0.38,yes,corr,1.0,None,None,None,no
3431,exp_cycles_depvary_step10_batch_yyy04.pl,z1,no,162.29,no,corr,20.0,None,None,None,no
3432,exp_cycles_depvary_step10_batch_yyy04.pl,r5,yes,0.41,yes,corr,4.0,None,None,None,no
3433,exp_cycles_depvary_step10_batch_yyy04.pl,f3,no,150.48,no,corr,25.0,None,None,None,no
3434,exp_cycles_depvary_step10_batch_yyy04.pl,u3,no,169.99,no,corr,25.0,None,None,None,no
3435,exp_cycles_depvary_step10_batch_yyy04.pl,a3,yes,0.6,yes,corr,1.0,None,None,None,no
3436,exp_cycles_depvary_step10_batch_yyy04.pl,r7,no,0.68,no,corr,0.0,None,None,None,yes
3437,exp_cycles_depvary_step10_batch_yyy04.pl,f2,no,0.89,no,corr,1.0,None,None,None,no
3438,exp_cycles_depvary_step10_batch_yyy04.pl,c1,no,55.44,no,corr,25.0,None,None,None,no
3439,exp_cycles_depvary_step10_batch_yyy04.pl,t2,yes,0.26,yes,corr,1.0,None,None,None,no
3440,exp_cycles_depvary_step10_batch_yyy04.pl,c6,yes,0.25,yes,corr,0.0,None,None,None,no
3441,exp_cycles_depvary_step10_batch_yyy05.pl,t5,yes,0.33,yes,corr,1.0,None,None,None,no
3442,exp_cycles_depvary_step10_batch_yyy05.pl,b2,yes,0.88,yes,corr,0.0,None,None,None,no
3443,exp_cycles_depvary_step10_batch_yyy05.pl,w5,yes,0.59,yes,corr,1.0,None,None,None,no
3444,exp_cycles_depvary_step10_batch_yyy05.pl,s2,yes,0.27,yes,corr,1.0,None,None,None,no
3445,exp_cycles_depvary_step10_batch_yyy05.pl,f5,no,0.32,no,corr,1.0,None,None,None,no
3446,exp_cycles_depvary_step10_batch_yyy05.pl,y3,no,0.85,no,corr,0.0,None,None,None,yes
3447,exp_cycles_depvary_step10_batch_yyy05.pl,t2,no,0.28,no,corr,0.0,None,None,None,yes
3448,exp_cycles_depvary_step10_batch_yyy05.pl,r1,no,0.36,no,corr,4.0,None,None,None,no
